"id","kode_kbli","nama_kbli","keterangan","versi","created_at","created_by_id","rejected_at","rejected_by_id","status","updated_at","verified_at","verified_by_id"
"513","08106","PENGGALIAN GIPS","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"514","08107","PENGGALIAN TRAS","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"515","08108","PENGGALIAN BATU APUNG","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"516","08109","PENGGALIAN BATU, PASIR  DAN TANAH LIAT LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"517","089","PENGGALIAN PERTAMBANGAN LAINNYA YTDL","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"518","0891","PERTAMBANGAN MINERAL, BAHAN KIMIA DAN BAHAN PUPUK","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"519","08911","PERTAMBANGAN BELERANG","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"520","08912","PERTAMBANGAN FOSFAT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"521","08913","PERTAMBANGAN NITRAT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"522","08914","PERTAMBANGAN YODIUM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"523","08915","PERTAMBANGAN POTASH (KALIUM KARBONAT)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"524","08916","PERTAMBANGAN MINERAL, BAHAN KIMIA DAN BAHAN PUPUK LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"525","0892","EKSTRAKSI TANAH GEMUK (PEAT)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"526","08920","EKSTRAKSI TANAH GEMUK (PEAT)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"527","0893","EKSTRAKSI GARAM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"528","08930","EKSTRKASI GARAM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"529","0899","PERTAMBANGAN DAN PENGGALIAN  LAINNYA YTDL","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"530","08991","PERTAMBANGAN BATU MULIA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"531","08992","PENGGALIAN FELDSPAR DAN KALSIT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"532","08993","PERTAMBANGAN ASPAL ALAM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"533","08994","PENGGALIAN ABSES","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"534","08995","PENGGALIAN KUARSA/PASIR KUARSA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"535","08999","PERTAMBANGAN DAN PENGGALIAN LAINNYA YTDL","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"536","09","AKTIVITAS JASA PENUNJANG PERTAMBANGAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"537","091","AKTIVITAS PENUNJANG PERTAMBANGAN MINYAK BUMI DAN GAS ALAM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"538","0910","AKTIVITAS PENUNJANG PERTAMBANGAN MINYAK BUMI DAN GAS ALAM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"539","09100","AKTIVITAS PENUNJANG PERTAMBANGAN MINYAK BUMI DAN GAS ALAM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"540","099","AKTIVITAS PENUNJANG PERTAMBANGAN DAN PENGGALIAN LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"541","0990","AKITVITAS PENUNJANG PERTAMBANGAN DAN PENGGALIAN LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"542","09900","AKTIVITAS PENUNJANG PERTAMBANGAN DAN PENGGALIAN LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"543","C","INDUSTRI PENGOLAHAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"544","10","INDUSTRI MAKANAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"545","101","INDUSTRI PENGOLAHAN DAN PENGAWETAN DAGING","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"546","1011","KEGIATAN RUMAH POTONG DAN PENGEPAKAN DAGING BUKAN UNGGAS","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"547","10110","KEGIATAN RUMAH POTONG DAN PENGEPAKAN DAGING BUKAN UNGGAS","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"548","1012","KEGIATAN RUMAH POTONG DAN PENGEPAKAN DAGING UNGGAS","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"549","10120","KEGIATAN RUMAH POTONG DAN PENGEPAKAN DAGING UNGGAS","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"550","1013","INDUSTRI PENGOLAHAN DAN PENGAWETAN PRODUK DAGING DAN DAGING UNGGAS","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"551","10130","INDUSTRI PENGOLAHAN DAN PENGAWETAN PRODUK DAGING DAN DAGING UNGGAS","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"552","102","INDUSTRI PENGOLAHAN DAN PENGAWET IKAN DAN BIOTA AIR","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"553","1021","INDUSTRI PENGOLAHAN DAN PENGAWETAN IKAN DAN PRODUK IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"554","10211","INDUSTRI PENGGARAMAN/PENGERINGAN IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"555","10212","INDUSTRI PENGASAPAN/PEMANGGANGAN IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"556","10213","INDUSTRI PEMBEKUAN IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"557","10214","INDUSTRI PEMINDANGAN IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"558","10215","INDUSTRI PERAGIAN/FERMENTASI IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"559","01216","INDUSTRI BERBASIS DAGING LUMATAN DAN SURIMI","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"560","10217","INDUSTRI PENDINGINAN/PENGESAN IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"561","10219","INDUSTRI PENGOLAHAN DAN PENGAWETAN LAINNYA UNTUK IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"562","1022","INDUSTRI PENGOLAHAN DAN PENGAWETAN IKAN DAN BIOTA AIR DALAM KALENG","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"563","10221","INDUSTRI PENGOLAHAN DAN PENGAWET IKAN DAN BIOTA AIR ( BUKAN UDANG) DALAM KALENG","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"564","1029","INDUSTRI PENGOLAHAN DAN PENGAWETAN BIOTA AIR LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"565","10291","INDUSTRI PENGGARAMAN/PENGERINGAN BIOTA AIR LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"566","10292","INDUSTRI PENGASAPAN/PEMANGGANGAN BIOTA AIR LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"567","10293","INDUSTRI PEMBEKUAN BIOTA AIR LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"568","10294","INDUSTRI PEMINDAGAN BIOTA AIR LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"569","10295","INDUSTRI PERAGIAN/FERMENTASI BIOTA AIR LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"570","10296","INDUSTRI BERBASIS LUMATAN BIOTA AIR LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"571","10297","INDUSTRI PENDINGINAN/PENGESAN BIOTA AIR LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"572","10298","INDUSTRI PENGOLAHAN RUMPUT LAUT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"573","10299","INDUSTRI PENGOLAHAN DATA PENGAWETAN LAINNYA UNTUK BIOTA AIR LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"574","103","INDUSTRI PENGOLAHAN DAN PENGAWETAN BUAH-BUAHAN DAN SAYURAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"575","1031","INDUSTRI PENGOLAHAN DAN PENGAWETAN BUAH-BUAHAN DAN SAYURAN DENGAN CARA DIASINKAN, DILUMATKAN, DIKERINGKAN DAN DIBEKUKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"576","10311","INDUSTRI PENGASINAN/PEMANISAN BUAH-BUAHAN DAN SAYURAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"577","10312","INDUSTRI PELUMATAN BUAH-BUAHAN DAN SAYURAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"578","10313","INDUSTRI PENGERINGAN BUAH-BUAHAN DAN SAYURAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"579","10314","INDUSTRI PEMBEKUAN BUAH-BUAHAN DAN SAYURAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"580","1032","INDUSTRI PENGOLAHAN DAN PENGAWETAN BUAH-BUAHAN DAN SAYURAN DALAM KALENG","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"581","10320","INDUSTRI PENGOLAHAN DAN PENGAWETAN BUAH-BUAHAN DAN SAYURAN DALAM KALENG","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"582","1033","INDUSTRI PENGOLAHAN SARI BUAH DAN SAYURAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"583","10330","INDUSTRI PENGOLAHAN SARI BUAH DAN SAYURAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"584","1039","INDUSTRI PENGOLAHAN DAN PENGAWETAN LAINNYA BUAH-BUAHAN DAN SAYURAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"585","10391","INDUSTRI TEMPE KEDELAI","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"586","10392","INDUSTRI TAHU KEDELAI","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"587","10399","INDUSTRI PENGOLAHAN DAN PENGAWETAN LAINNYA BUAH-BUAHAN DAN SAYURAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"588","104","INDUSTRI MINYAK DAN LEMAK NABATI DAN HEWANI","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"589","1041","INDUSTRI MINYAK DAN LEMAK NABATI DAN HEWANI (BUKAN KELAPA DAN KELAPA SAWIT)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"590","10411","INDUSTRI MINYAK MENTAH DAN LEMAK NABATI","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"591","10412","INDUSTRI MARGARINE","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"592","10413","INDUSTRI MINYAK MENTAH DAN LEMAK HEWANI SELAIN IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"593","01414","INDUSTRI MINYAK IKAN","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"594","10415","INDUSTRI MINYAK GORENG BUKAN MINYAK KELAPA DAN MINYAK KELAPA SAWIT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"595","1042","INDUSTRI KOPRA, MINYAK MENTAH DAN MINYAK GORENG KELAPA, TEPUNG DAN PELET KELAPA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"596","10412","INDUSTRI KOPRA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"597","10422","INDUSTRI MINYAK MENTAH KELAPA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"598","10423","INDUSTRI MINYAK GORENG KELAPA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"599","10424","INDUSTRI TEPUNG DAN PELET KELAPA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"600","1043","INDUSTRI MINYAK MENTAH/MURNI KELAPA SAWIT (CRUDE PALM OIL) DAN MINYAK DAN MINYAK GORENG KELAPA SAWIT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"601","10431","INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"602","10432","INDUSTRI MINYAK MENTAH INTI KELAPA SAWIT (CRUDE PALM KERNEL OIL)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"603","10433","INDUSTRI PEMISAHAN/FRAKSINASI MINYAK MENTAH KELAPA SAWIT DAN MINYAK MENTAH INTI KELAPA SAWIT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"604","10434","INDUSTRI PEMURNIAN MINYAK MENTAH KELAPA SAWIT DAN MINYAK MENTAH INTI KELAPA SAWIT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"605","10435","INDUSTRI PEMISAHAN/FRAKSINASI MINYAK MURNI KELAPA SAWIT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"606","10436","INDUSTRI PEMISAHAN/FRAKSINASI MINYAK MURNI INTI KELAPA SAWIT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"607","10437","INDUSTRI MINYAK GORENG KELAPA SAWIT","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"608","1049","INDUSTRI MINYAK MENTAH DAN LEMAK NABATI DAN HEWANI LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"609","10490","INDUSTRI MINYAK MENTAH DAN LEMAK NABATI DAN HEWANI LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"610","105","INDUSTRI PENGOLAHAN SUSU, PRODUK DARI SUSU DAN ES KRIM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"611","1051","INDUSTRI PENGOLAHAN SUSU SEGAR DAN KRIM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"612","10510","INDUSTRI PENGOLAHAN SUSU SEGAR DAN KRIM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"613","1052","INDUSTRI PENGOLAHAN SUSU BUBUK DAN SUSU KENTAL","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"614","10520","INDUSTRI PENGOLAHAN SUSU BUBUK DAN SUSU KENTAL","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"615","1053","INDUSTRI PENGOLAHAN ES KRIM DAN SEJENISNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"616","10531","INDUSTRI PENGOLAHAN ES KRIM","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"617","10532","INDUSTRI PENGOLAHAN ES SEJENISNYA YANG DAPAT DIMAKAN (BUKAN ES BATU DAN ES BALOK)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"618","1059","INDUSTRI PENGOLAHAN PRODUK DARI SUSU LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"619","10590","INDUSTRI PENGOLAHAN PRODUK DARI SUSU LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"620","106","INDUSTRI PENGGILINGAN PADI-PADIAN, TEPUNG DAN PATI","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"621","1061","INDUSTRI PENGGILINGAN SERELIA DAN BIJI-BIJIAN LAINNYA (BUKAN BERAS DAN JANGUNG)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"622","10611","INDUSTRI PENGGILINGAN GANDUM DAN SERELIA LAINNYA","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"623","10612","INDUSTRI PENGGILINGAN ANEKA KACANG (TERMASUK LEGUMINOUS)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"624","10613","INDUSTRI PENGGILINGAN ANEKA UMBI DAN SAYURAN (TERMASUK RIZHOMA)","","","11/29/2016 08:19:36","","","","6","11/29/2016 08:19:36","",""
"625","10614","INDUSTRI TEPUNG CAMPURAN DAN ADONAN TEPUNG","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"626","10615","INDUSTRI MAKANAN SEREAL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"627","10616","INDUSTRI TEPUNG TERIGU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"628","1062","INDUSTRI PATI DAN PRODUK PATI (BUKAN BERAS DAN JAGUNG)","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"629","10621","INDUSTRI PATI UBI KAYU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"630","10622","INDUSTRI BERBAGAI MACAM PATI PALMA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"631","10623","INDUSTRI GLUKOSA DAN SEJENISNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"632","10629","INDUSTRI PATI LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"633","1063","INDUSTRI PENGGILINGAN BERAS DAN JAGUNG DAN INDUSTRI TEPUNG BERAS DAN JAGUNG","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"634","10631","INDUSTRI PENGGILINGAN PADI DAN PENYOSOHAN BERAS","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"635","10632","INDUSTRI PENGGILINGAN DAN PEMBERSIHAN JAGUNG","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"636","10633","INDUSTRI TEPUNG BERAS DAN TEPUNG JAGUNG","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"637","10634","INDUSTRI PATI BERAS DAN JAGUNG","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"638","107","INDUSTRI MAKANAN LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"639","1071","INDUSTRI PRODUK ROTI DAN KUE","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"640","10710","INDUSTRI PRODUK ROTI DAN KUE","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"641","1072","INDUSTRI GULA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"642","10721","INDUSTRI GULA PASIR","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"643","10722","INUDSTRI GULA MERAH","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"644","10723","INDUSTRI SIROP","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"645","10729","INDUSTRI PENGOLAHAN GULA LAINNYA BUKAN SIROP","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"646","1073","INDUSTRI KAKAO, COKELAT DAN KEMBANG GULA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"647","10731","INDUSTRI KAKAO","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"648","10732","INDUSTRI MAKANAN DARI COKELAT DAN KEMBANG GULA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"649","10733","INDUSTRI MANISAN BUAH-BUAHAN DAN SAYURAN KERING","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"650","10739","INDUSTRI KEMBANG GULA LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"651","1074","INDUSTRI MAKARONI, MIE DAN PRODUK SEJENISNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"652","10740","INDUSTRI MAKARONI, MIE DAN PRODUK SEJENISNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"653","1075","INDUSTRI MAKANAN DAN MASAKAN OLAHAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"654","10750","INDUSTRI MAKANAN DAN MASAKAN OLAHAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"655","1076","INDUSTRI PENGOLAHAN KOPI, TEH DAN HERBAL (HERB INFUSION)","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"656","10761","INDUSTRI PENGOLAHAN KOPI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"657","10762","INDUSTRI PENGOLAHAN HERBAL (HERB INFUSION)","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"658","10763","INDUSTRI PENGOLAHAN THE","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"659","1077","INDUSTRI BUMBU-BUMBUAN DAN PRODUK MASAK LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"660","10771","INDUSTRI KECAP","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"661","10772","INDUSTRI BUMBU MASAK DAN PENYEDAP MASAKAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"662","10773","INDUSTRI PRODUK MASAK DARI KELAPA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"663","10774","INDUSTRI PENGOLAHAN GARAM","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"664","10779","INDUSTRI PRODUK MASAK LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"665","1079","DUSTRI PRODUK MAKANAN LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"666","10791","DUSTRI MAKANAN BAYI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"667","10792","INDUSTRI KUE BASAH","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"668","10793","INDUSTRI MAKANAN DARI KEDELE DAN KACANG-KACANGAN LAINNYA BUKAN KECAP, TEMPE DAN TAHU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"669","10794","INDUSTRI KERUPUK, KERIPIK, PEYEK DAN SEJENISNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"670","10795","INDUSTRI KRIMER NABATI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"671","10799","NDUSTRI PRODUK MAKANAN LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"672","108","INDUSTRI MAKANAN HEWAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"673","1080","INDUSTRI MAKANAN HEWAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"674","10801","INDUSTRI RANSUM MAKANAN HEWAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"675","10802","INDUSTRI KONSENTRAT MAKANAN HEWAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"676","11","INDUSTRI MINUMAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"677","110","INDUSTRI MINUMAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"678","1101","INDUSTRI MINUMAN BERALKOHOL HASIL DESTILASI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"679","11010","INDUSTRI MINUMAN BERALKOHOL HASIL DESTILASI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"680","1102","INDUSTRI MINUMAN BERALKOHOL HASIL FERMENTASI ANGGUR DAN HASIL PERTANIAN LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"681","11020","INDUSTRI MINUMAN BERALKOHOL HASIL FERMENTASI ANGGUR DAN HASIL PERTANIAN LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"682","1103","INDUSTRI MINUMAN BERALKOHOL HASIL FERMENTASI MALT DAN INDUSTRI MALT","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"683","11031","INDUSTRI MINUMAN BERALKOHOL HASIL FREMENTASI MALT","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"684","11032","INDUSTRI MALT","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"685","1104","INDUSTRI MINUMAN RINGAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"686","11040","INDUSTRI MINUMAN RINGAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"687","1105","INDUSTRI AIR MINUM DAN AIR MINERAL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"688","11050","INDUSTRI AIR MINUM DAN AIR MINERAL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"689","1109","INDUSTRI MINUMAN LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"690","11090","INDUSTRI MINUMAN LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"691","12","INDUSTRI PENGOLAHAN TEMBAKAU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"692","120","INDUSTRI PENGOLAHAN TEMBAKAU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"693","1201","INDUSTRI ROKOK DAN PRODUK TEMBAKAU LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"694","12011","INDUSTRI KRETEK","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"695","12012","INDUSTRI ROKOK PUTIH","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"696","12019","INDUSTRI ROKOK LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"697","1209","INDUSTRI PENGOLAHAN TEMBAKAU LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"698","12091","INDUSTRI PENGOLAHAN DAN  PENGOLAHAN TEMBAKAU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
